date,customer,dividend,shareholder_meeting,actual
20180307,249,92,0,33
20180308,179,100,2,112
20180309,187,14,11,37
20180310,52,0,0,0
20180311,38,0,0,0
20180312,468,16,7,36
20180313,417,52,5,70
20180314,262,12,5,169
20180315,586,26,8,446
20180316,3585,0,122,120
20180317,433,0,0,0
20180318,139,0,0,0
20180319,167,2,14,150
20180320,230,1,8,208
20180321,256,1,32,127
20180322,180,0,158,259
20180323,175,4,544,2
20180324,110,0,1,0
20180325,78,0,0,0
20180326,328,0,147,8
20180327,331,1,162,14
20180328,323,10,280,14
20180329,264,0,150,13
20180330,117,2,452,19
20180331,25,0,1,0
20180401,68,0,0,0
20180402,356,0,0,31
20180403,277,0,0,22
20180404,195,0,0,22
20180405,217,0,0,20
20180406,285,0,0,9
20180407,34,0,0,0
20180408,77,0,0,0
20180409,175,0,0,18
20180410,158,0,0,23
20180411,193,0,0,15
20180412,211,0,0,10
20180413,172,0,0,9
20180414,20,0,0,0
20180415,10,0,0,0
20180416,403,0,0,3
20180417,226,0,1,5
20180418,212,0,1,1
20180419,157,0,0,0
20180420,116,0,0,1
20180421,20,0,0,0
20180422,88,0,0,1
20180423,233,0,0,2
20180424,170,0,2,0
20180425,261,2,2,0
20180426,237,5,1,0
20180427,181,3,2,0
20180429,22,0,0,0
20180430,138,0,3,8
20180501,44,0,0,0
20180502,213,0,0,1
20180503,218,2,0,3
20180504,141,0,0,3
20180505,5,0,0,0
20180506,91,0,0,0
20180507,31,0,0,0
20180508,283,0,0,6
20180509,182,0,1,10
20180510,425,0,0,12
20180511,411,2,0,70
20180512,75,0,0,0
20180513,25,0,0,0
20180514,68,2,0,208
20180515,107,3,0,1510
20180516,305,4,0,3
20180517,245,0,0,2
20180518,242,2,0,6
20180519,7,0,0,0
20180520,11,0,0,0
20180521,138,0,0,2
20180522,38,0,0,0
20180523,127,0,0,5
20180524,163,2,0,3
20180525,151,0,0,5
20180526,122,0,0,0
20180527,249,0,0,0
20180528,253,0,0,5
20180529,326,3,0,9
20180530,224,2,0,40
20180531,245,1,0,1
20180601,125,0,0,0
20180602,48,0,0,0
20180603,63,0,0,0
20180604,191,0,0,0
20180605,122,0,0,0
20180606,19,0,0,0
20180607,184,0,0,2
20180608,80,2,1,2
20180609,4,0,0,0
20180610,22,0,0,0
20180611,190,0,0,0
20180612,161,0,0,2
20180613,12,0,0,0
20180614,118,0,0,3
20180615,119,1,2,2
20180616,25,0,0,0
20180617,7,0,0,0
20180618,368,0,0,0
20180619,161,0,0,2
20180620,203,3,0,4
20180621,98,0,0,3
20180622,148,1,4,0
20180623,160,0,0,0
20180624,31,0,0,0
20180625,301,0,3,2
20180626,133,0,0,0
20180627,248,0,1,2
20180628,109,0,5,0
20180629,87,0,4,1
20180630,5,0,0,0
20180701,11,0,0,0
20180702,745,0,0,0
20180703,239,0,0,0
20180704,317,0,0,0
20180705,266,1,0,1
20180706,150,0,0,0
20180707,62,0,0,0
20180708,12,0,0,0
20180709,684,0,0,0
20180710,318,0,0,0
20180711,282,3,0,0
20180712,133,0,0,0
20180713,110,3,0,2
20180714,3,0,0,0
20180715,54,0,0,0
20180716,300,0,0,1
20180717,102,0,0,1
20180718,113,2,0,0
20180719,142,5,0,1
20180720,87,1,0,0
20180721,36,0,0,0
20180722,193,0,0,0
20180723,193,2,0,0
20180724,177,4,0,0
20180725,233,5,0,1
20180726,306,9,0,0
20180727,173,5,0,1
20180728,162,0,0,0
20180729,83,0,0,0
20180730,411,0,1,0
20180731,223,7,0,0
20180801,287,0,0,0
20180802,187,0,0,0
20180803,90,1,0,1
20180804,7,0,0,0
20180805,20,0,0,0
20180806,156,0,0,2
20180807,130,2,0,2
20180808,356,0,0,3
20180809,257,2,0,8
20180810,200,4,0,57
20180811,290,0,0,0
20180812,68,0,0,0
20180813,232,1,0,119
20180814,159,1,0,1657
20180815,46,0,0,0
20180816,283,0,0,4
20180817,122,0,0,7
20180818,43,0,0,0
20180819,38,0,0,0
20180820,189,0,0,6
20180821,334,0,0,2
20180822,261,0,0,3
20180823,303,4,0,1
20180824,242,0,0,7
20180825,22,0,0,0
20180826,975,0,0,0
20180827,167,2,0,1
20180828,687,0,0,10
20180829,143,0,0,42
20180830,363,1,0,0
20180831,314,1,0,0
20180901,36,0,0,0
20180902,3,0,0,0
20180903,109,0,0,0
20180904,222,0,0,0
20180905,101,0,0,1
20180906,208,2,0,2
20180907,136,0,0,0
20180908,4,0,0,0
20180909,70,0,0,0
20180910,269,0,0,0
20180911,89,0,0,1
20180912,117,0,0,1
20180913,225,0,0,4
20180914,173,0,0,0
20180915,3,0,0,0
20180916,18,0,0,0
20180917,649,1,0,0
20180918,1560,0,0,1
20180919,308,0,1,3
20180920,160,1,0,3
20180921,145,0,4,0
20180922,5,0,0,0
20180923,8,0,0,0
20180924,226,0,0,0
20180925,1,0,0,0
20180926,88,0,0,0
20180927,205,0,2,0
20180928,89,0,6,3
20180929,9,0,0,0
20180930,3,0,0,1
20181001,209,0,0,1
20181002,163,0,0,0
20181003,9,0,0,0
20181004,165,0,0,1
20181005,98,1,0,0
20181006,14,0,0,0
20181007,88,0,0,0
20181008,209,0,0,1
20181009,63,0,0,0
20181010,285,2,0,1
20181011,249,0,0,1
20181012,81,0,0,1
20181013,49,0,0,0
20181014,140,0,0,0
20181015,223,0,0,2
20181016,522,0,0,1
20181017,205,3,0,0
20181018,62,0,0,2
20181019,100,0,0,3
20181020,127,0,0,0
20181021,79,0,0,0
20181022,330,0,0,0
20181023,518,0,0,0
20181024,411,0,0,2
20181025,282,0,2,0
20181026,417,1,0,3
20181027,220,0,0,0
20181028,18,0,0,0
20181029,556,2,0,0
20181030,450,0,0,1
20181031,347,4,0,0
20181101,382,0,0,1
20181102,195,0,0,1
20181103,42,0,0,0
20181104,87,0,0,0
20181105,384,1,0,9
20181106,535,3,0,11
20181107,375,0,0,5
20181108,221,3,0,11
20181109,322,4,0,23
20181110,28,0,0,0
20181111,144,0,0,0
20181112,286,0,0,49
20181113,372,1,0,194
20181114,310,3,0,1577
20181115,299,2,0,8
20181116,365,2,0,7
20181117,67,0,0,0
20181118,110,0,0,0
20181119,342,2,0,3
20181120,297,2,0,3
20181121,294,0,0,0
20181122,254,2,0,6
20181123,167,0,1,4
20181124,84,0,0,0
20181125,58,0,0,0
20181126,551,1,0,2
20181127,760,0,0,3
20181128,977,0,0,8
20181129,404,0,0,42
20181130,500,4,0,0
20181201,173,0,0,0
20181202,115,0,0,0
20181203,268,2,0,0
20181204,324,8,0,0
20181205,406,0,0,0
20181206,815,6,0,1
20181207,950,8,0,0
20181208,22,0,0,0
20181209,114,0,0,0
20181210,729,10,0,1
20181211,431,14,0,0
20181212,528,6,0,0
20181213,451,6,0,1
20181214,598,16,0,0
20181215,24,0,0,0
20181216,56,0,0,0
20181217,598,24,0,0
20181218,439,16,1,2
20181219,1136,10,0,1
20181220,428,12,1,3
20181221,592,10,3,2
20181222,41,0,0,0
20181223,62,0,0,0
20181224,515,14,0,0
20181225,312,0,0,0
20181226,450,2,0,0
20181227,418,0,1,0
20181228,439,0,1,0
20181229,6,0,0,0
20181230,11,0,0,0
20181231,53,0,0,0
20190101,22,0,0,0
20190102,810,0,0,0
20190103,1497,0,1,0
20190104,313,0,0,0
20190105,9,0,0,0
20190106,31,0,0,0
20190107,391,0,0,2
20190108,194,0,0,0
20190109,237,0,0,0
20190110,212,0,0,0
20190111,301,2,0,1
20190112,11,0,0,0
20190113,82,0,0,0
20190114,350,0,0,0
20190115,312,0,0,0
20190116,549,0,0,0
20190117,209,2,0,0
20190118,208,6,0,1
20190119,217,0,0,0
20190120,25,0,0,0
20190121,351,6,0,0
20190122,207,4,0,0
20190123,291,8,0,0
20190124,227,28,0,0
20190125,267,18,0,1
20190126,12,0,0,0
20190127,99,0,0,0
20190128,204,38,0,0
20190129,292,48,0,1
20190130,361,40,0,2
20190131,384,98,0,0
20190201,374,74,0,0
20190202,14,0,0,0
20190203,33,0,0,0
20190204,224,0,0,0
20190206,205,0,0,0
20190207,385,68,0,1
20190208,219,74,0,0
20190209,26,0,0,0
20190210,84,0,0,0
20190211,479,118,0,3
20190212,497,120,0,2
20190213,492,122,0,2
20190214,487,98,0,28
20190215,278,40,0,2
20190216,27,0,0,0
20190217,157,0,0,0
20190218,373,30,0,7
20190219,466,48,1,2
20190220,393,68,0,6
20190221,528,74,0,1
20190222,392,84,0,4
20190223,101,0,0,0
20190224,116,0,0,0
20190225,393,108,0,5
20190226,390,156,1,3
20190227,257,87,1,5
20190228,179,143,7,23
20190301,4,0,0,0
20190302,34,0,0,0
20190303,66,0,0,0
20190304,372,64,1,11
20190305,501,76,0,15
20190306,270,70,0,25
20190307,358,100,0,102
20190308,355,46,4,30
20190309,166,0,0,0
20190310,252,0,0,0
20190311,542,48,1,38
20190312,395,54,4,52
20190313,334,30,6,107
20190314,676,30,9,268
20190315,499,0,98,152
20190316,9,0,0,0
20190317,145,0,0,0
20190318,425,0,19,237
20190319,836,0,13,286
20190320,336,1,28,189
20190321,416,0,104,374
20190322,673,1,315,10
20190323,55,0,0,0
20190324,108,0,1,0
20190325,562,0,150,8
20190326,535,0,257,15
20190327,523,2,361,9
20190328,484,0,221,16
20190329,367,2,592,21
20190330,55,0,2,0
20190331,46,0,0,0
20190401,483,2,0,28
20190402,618,0,0,8
20190403,1313,2,0,16
20190404,1258,0,0,13
20190405,342,0,0,11
20190406,23,0,0,0
20190407,64,0,0,0
20190408,481,2,1,17
20190409,303,0,1,13
20190410,636,0,0,16
20190411,661,1,0,20
20190412,386,0,0,14
20190413,23,0,0,0
20190414,77,0,0,0
20190415,365,0,0,7
20190416,529,2,0,0
20190417,1335,0,0,2
20190418,1513,0,0,0
20190419,2878,0,2,1
20190420,6,0,0,0
20190421,641,0,0,0
20190422,890,0,2,1
20190423,1071,0,1,1
20190424,397,0,1,0
20190425,434,3,3,0
20190426,543,0,2,1
20190427,89,0,0,0
20190428,151,0,0,0
20190429,445,1,1,1
20190430,276,4,2,3
20190501,28,0,0,0
20190502,670,0,0,1
20190503,365,0,0,3
20190504,231,0,0,0
20190505,348,0,0,0
20190506,43,0,0,0
20190507,290,0,0,7
20190508,2586,4,0,9
20190509,482,1,0,11
20190510,373,2,0,32
20190511,17,0,0,0
20190512,24,0,0,0
20190513,571,5,0,33
20190514,303,0,0,205
20190515,320,5,0,1635
20190516,485,0,0,3
20190517,2051,0,0,2
20190518,29,0,0,0
20190519,78,0,0,0
20190520,527,0,0,2
20190521,405,2,0,2
20190522,226,0,0,1
20190523,651,2,0,1
20190524,398,0,0,4
20190525,12,0,0,0
20190526,108,0,0,0
20190527,545,1,0,3
20190528,501,2,0,4
20190529,539,2,1,11
20190530,305,0,0,27
20190531,1314,1,0,1
20190601,2414,0,0,0
20190602,2058,0,0,0
20190603,363,0,0,1
20190604,415,0,0,1
20190605,410,0,0,2
20190606,8,0,0,0
20190607,208,0,1,0
20190608,76,0,0,0
20190609,160,0,0,0
20190610,280,0,0,0
20190611,519,0,0,2
20190612,264,1,0,0
20190613,453,0,0,3
20190614,432,2,1,3
20190615,19,0,0,0
20190616,6,0,0,0
20190617,417,0,0,0
20190618,594,0,0,2
20190619,495,0,1,4
20190620,1062,3,0,3
20190621,393,1,4,1
20190622,28,0,0,0
20190623,127,0,0,0
20190624,506,0,2,0
20190625,437,0,0,3
20190626,334,0,1,2
20190627,790,0,5,0
20190628,450,0,5,2
20190629,21,0,0,0
20190630,20,0,0,0
20190701,1115,0,0,2
20190702,922,0,0,0
20190703,1518,1,0,1
20190704,254,0,0,0
20190705,199,0,0,1
20190706,10,0,0,0
20190707,51,0,0,0
20190708,354,0,0,0
20190709,352,1,0,0
20190710,393,1,0,2
20190711,165,4,0,1
20190712,247,2,0,3
20190713,25,0,0,0
20190714,23,0,0,0
20190715,294,0,0,0
20190716,340,0,0,1
20190717,199,1,0,0
20190718,283,2,0,0
20190719,210,0,0,0
20190720,55,0,0,0
20190721,29,0,0,0
20190722,230,4,0,0
20190723,349,3,0,1
20190724,483,3,0,0
20190725,266,7,0,0
20190726,398,5,0,1
20190727,28,0,0,0
20190728,119,0,0,0
20190729,200,7,0,0
20190730,525,1,1,1
20190731,301,2,0,0
20190801,390,3,0,1
20190802,216,2,0,0
20190803,71,0,0,0
20190804,62,0,0,0
20190805,651,2,0,0
20190806,440,2,0,1
20190807,380,1,0,1
20190808,327,1,0,6
20190809,408,1,0,14
20190810,25,0,0,0
20190811,82,0,0,0
20190812,479,4,0,41
20190813,299,3,0,147
20190814,548,2,0,1744
20190815,53,0,0,0
20190816,425,0,0,0
20190817,34,0,0,0
20190818,36,0,0,0
20190819,459,0,0,0
20190820,411,0,0,0
20190821,376,0,0,3
20190822,457,2,0,3
20190823,293,2,0,6
20190824,25,0,0,0
20190825,12,0,0,0
20190826,768,0,0,5
20190827,1943,3,0,5
20190828,2945,0,0,8
20190829,525,0,0,27
20190830,412,1,0,0
20190831,28,0,0,0
20190901,177,0,0,0
20190902,454,0,0,0
20190903,792,0,0,0
20190904,664,0,0,1
20190905,272,0,0,2
20190906,1358,0,0,1
20190907,391,0,0,0
20190908,517,0,0,0
20190909,595,0,0,1
20190910,948,0,0,1
20190911,415,2,0,1
20190912,50,0,0,0
20190913,107,0,0,0
20190914,98,0,0,0
20190915,574,0,0,0
20190916,875,0,0,1
20190917,1175,0,0,4
20190918,518,0,0,1
20190919,745,0,0,5
20190920,374,0,1,3
20190921,20,0,0,0
20190922,85,0,0,0
20190923,1179,1,0,1
20190924,2853,1,0,2
20190925,13185,0,3,0
20190926,436,0,1,0
20190927,441,0,5,1
20190928,38,0,0,0
20190929,14,0,0,0
20190930,523,0,4,3
20191001,304,0,0,1
20191002,168,2,0,3
20191003,33,0,0,0
20191004,691,0,0,1
20191005,27,0,0,0
20191006,17,0,0,0
20191007,293,0,0,0
20191008,377,0,0,4
20191009,42,0,0,0
20191010,349,3,0,4
20191011,557,0,0,1
20191012,13,0,0,0
20191013,83,0,0,0
20191014,436,0,0,2
20191015,627,1,0,2
20191016,516,2,0,0
20191017,307,0,1,1
20191018,243,1,0,0
20191019,33,0,0,0
20191020,648,0,0,0
20191021,1567,0,0,1
20191022,162,0,0,0
20191023,594,0,0,0
20191024,268,0,0,0
20191025,220,6,1,1
20191026,39,0,0,0
20191027,85,0,0,0
20191028,438,1,0,0
20191029,313,3,0,4
20191030,324,0,1,2
20191031,318,2,0,2
20191101,321,3,0,1
20191102,26,0,0,0
20191103,37,0,0,0
20191104,381,0,0,3
20191105,394,0,0,2
20191106,133,1,0,3
20191107,409,2,1,10
20191108,400,5,0,14
20191109,21,0,0,0
20191110,67,0,0,0
20191111,477,0,0,23
20191112,421,0,0,42
20191113,406,1,0,193
20191114,279,1,0,1681
20191115,353,6,0,8
20191116,30,0,0,0
20191117,48,0,0,0
20191118,492,0,0,2
20191119,602,0,0,2
20191120,558,0,0,1
20191121,372,0,0,1
20191122,589,0,0,2
20191123,186,0,0,0
20191124,56,0,0,0
20191125,360,0,1,2
20191126,508,2,0,3
20191127,606,2,0,7
20191128,594,0,0,7
20191129,333,2,0,33
20191130,49,0,0,0
20191201,50,0,0,0
20191202,357,2,0,0
20191203,694,0,0,0
20191204,945,0,0,0
20191205,468,2,0,0
20191206,907,2,0,3
20191207,23,0,0,0
20191208,328,0,0,0
20191209,694,6,0,0
20191210,554,4,0,0
20191211,866,10,0,0
20191212,959,2,0,4
20191213,399,12,0,2
20191214,37,0,0,0
20191215,81,0,0,0
20191216,787,18,0,0
20191217,637,16,0,0
20191218,908,30,0,1
20191219,514,10,1,1
20191220,494,16,2,0
20191221,23,0,0,0
20191222,65,0,0,0
20191223,415,6,1,0
20191224,475,8,0,0
20191225,83,0,0,0
20191226,714,4,1,0
20191227,555,4,3,1
20191228,53,0,0,0
20191229,122,0,0,0
20191230,278,2,1,2
20191231,68,0,0,0
20200101,36,0,0,0
20200102,437,0,0,0
20200103,430,0,0,0
20200104,70,0,0,0
20200105,67,0,0,0
20200106,630,0,0,0
20200107,794,0,0,2
20200108,674,2,0,0
20200109,335,0,0,0
20200110,274,0,0,0
20200111,43,0,0,0
20200112,55,0,0,0
20200113,407,0,0,2
20200114,366,0,0,0
20200115,509,2,0,1
20200116,334,2,0,0
20200117,267,0,0,0
20200118,14,0,0,0
20200119,28,0,0,0
20200120,479,8,0,0
20200121,239,2,0,0
20200122,400,22,0,1
20200123,274,2,0,0
20200124,34,0,0,0
20200125,7,0,0,0
20200126,12,0,0,0
20200127,25,0,0,0
20200128,712,4,0,1
20200129,418,44,0,0
20200130,400,54,0,0
20200131,317,50,0,4
20200201,68,0,0,0
20200202,25,2,0,0
20200203,376,62,0,0
20200204,405,34,0,0
20200205,383,50,0,0
20200206,340,90,0,0
20200207,739,66,0,0
20200208,37,0,0,0
20200209,51,0,0,0
20200210,577,112,0,0
20200211,541,94,1,0
20200212,537,104,0,1
20200213,402,118,0,3
20200214,351,68,0,29
20200215,42,0,0,0
20200216,86,0,0,0
20200217,671,12,0,3
20200218,562,28,0,1
20200219,603,42,0,1
20200220,348,73,0,11
20200221,378,64,0,4
20200222,19,0,0,0
20200223,44,0,0,0
20200224,445,68,0,3
20200225,632,94,2,3
20200226,471,92,2,2
20200227,1215,152,1,9
20200228,384,99,8,9
20200229,121,0,0,0
20200301,85,0,0,0
20200302,443,50,0,8
20200303,514,40,0,8
20200304,424,60,0,10
20200305,395,110,0,41
20200306,523,76,1,28
20200307,55,0,0,0
20200308,86,0,0,0
20200309,511,62,1,31
20200310,528,34,2,45
20200311,405,34,1,99
20200312,652,100,3,190
20200313,394,12,34,143
20200314,63,0,0,0
20200315,130,0,0,0
20200316,327,0,9,286
20200317,789,0,11,187
20200318,470,2,22,189
20200319,429,0,67,459
20200320,975,2,206,179
20200321,417,0,0,0
20200322,243,0,0,0
20200323,1789,0,133,42
20200324,942,0,360,3
20200325,343,0,195,15
20200326,716,0,167,17
20200327,559,6,663,15
20200328,58,0,1,0
20200329,55,0,0,0
20200330,753,2,320,28
20200331,450,2,66,8
20200401,436,0,0,7
20200402,321,0,0,19
20200403,345,0,0,13
20200404,103,0,0,0
20200405,75,0,0,0
20200406,576,0,1,20
20200407,607,0,0,10
20200408,499,1,0,4
20200409,579,0,0,12
20200410,350,0,0,12
20200411,33,0,0,0
20200412,577,0,0,0
20200413,310,0,0,12
20200414,438,0,0,7
20200415,205,0,0,0
20200416,490,0,0,1
20200417,585,0,0,0
20200418,103,0,0,0
20200419,679,0,0,0
20200420,418,2,0,1
20200421,567,0,0,1
20200422,532,0,1,3
20200423,616,0,1,2
20200424,853,0,1,0
20200425,215,0,0,0
20200426,96,0,0,0
20200427,420,1,1,2
20200428,649,0,2,2
20200429,530,2,3,3
20200430,41,0,0,0
20200501,16,0,0,0
20200502,214,0,0,0
20200503,201,0,0,0
20200504,400,0,0,0
20200505,21,0,0,0
20200506,395,0,0,3
20200507,965,3,0,10
20200508,249,3,0,8
20200509,36,0,0,0
20200510,319,0,0,0
20200511,606,0,0,16
20200512,571,2,0,29
20200513,295,5,0,74
20200514,350,3,1,278
20200515,405,1,0,1597
20200516,178,0,0,0
20200517,177,0,0,0
20200518,444,0,0,1
20200519,738,0,0,1
20200520,467,0,0,2
20200521,308,3,0,3
20200522,459,0,0,10
20200523,79,0,0,0
20200524,210,0,0,0
20200525,519,0,1,2
20200526,487,2,1,1
20200527,565,4,0,8
20200528,364,4,1,6
20200529,271,1,0,14
20200530,258,0,0,0
20200531,140,0,0,0
20200601,511,1,0,10
20200602,395,0,0,1
20200603,546,0,0,0
20200604,772,0,0,2
20200605,541,0,0,1
20200606,28,0,0,0
20200607,339,0,0,0
20200608,627,2,0,2
20200609,492,0,0,2
20200610,350,0,0,1
20200611,573,2,0,5
20200612,250,0,1,4
20200613,20,0,0,0
20200614,120,0,0,0
20200615,586,2,0,10
20200616,541,0,0,1
20200617,383,0,0,3
20200618,708,0,0,6
20200619,463,2,6,2
20200620,58,0,0,0
20200621,195,0,0,0
20200622,549,0,0,0
20200623,721,2,0,1
20200624,832,0,1,3
20200625,363,0,2,1
20200626,360,2,6,1
20200627,59,0,0,0
20200628,10,0,0,0
20200629,372,0,3,6
20200630,253,0,1,3
20200701,209,0,0,0
20200702,593,0,0,0
20200703,381,1,0,2
20200704,111,0,0,0
20200705,105,0,0,0
20200706,476,0,0,1
20200707,529,1,0,0
20200708,718,2,0,1
20200709,579,2,0,2
20200710,261,1,0,0
20200711,33,0,0,0
20200712,73,0,0,0
20200713,521,1,0,1
20200714,318,0,0,1
20200715,361,0,0,2
20200716,354,1,0,1
20200717,252,0,0,0
20200718,36,0,0,0
20200719,107,0,0,0
20200720,387,0,0,0
20200721,259,2,0,0
20200722,275,1,0,0
20200723,357,4,0,0
20200724,244,4,0,0
20200725,42,0,0,0
20200726,153,0,0,0
20200727,358,2,0,0
20200728,534,3,1,0
20200729,275,0,0,1
20200730,338,4,0,0
20200731,426,2,0,2
20200801,105,0,0,0
20200802,670,0,0,0
20200803,358,0,0,2
20200804,269,1,0,1
20200805,417,1,0,0
20200806,564,2,0,3
20200807,325,2,0,7
20200808,51,0,0,0
20200809,39,0,0,0
20200810,522,2,0,5
20200811,400,3,0,22
20200812,365,4,0,39
20200813,322,6,0,265
20200814,225,4,0,1690
20200815,60,0,0,0
20200816,11,0,0,0
20200817,94,0,0,0
20200818,714,0,0,2
20200819,294,0,0,3
20200820,258,0,0,5
20200821,385,0,0,1
20200822,71,0,0,0
20200823,63,0,0,0
20200824,303,1,0,4
20200825,317,0,0,3
20200826,292,4,0,1
20200827,234,4,0,6
20200828,223,0,0,17
20200829,39,0,0,0
20200830,12,0,0,0
20200831,300,1,0,17
20200901,508,0,0,0
20200902,335,0,0,1
20200903,337,0,0,2
20200904,349,2,0,0
20200905,312,0,0,0
20200906,116,0,0,0
20200907,418,0,0,0
20200908,340,0,0,0
20200909,467,0,0,0
20200910,320,2,0,0
20200911,359,0,0,3
20200912,38,0,0,0
20200913,33,0,0,0
20200914,471,0,0,8
20200915,477,0,0,1
20200916,416,0,0,2
20200917,376,1,0,3
20200918,480,0,1,3
20200919,28,0,0,0
20200920,90,0,0,0
20200921,827,0,0,2
20200922,872,1,0,1
20200923,648,0,2,0
20200924,499,0,0,1
20200925,485,0,7,1
20200926,45,0,0,0
20200927,75,0,0,0
20200928,586,0,6,4
20200929,340,0,3,0
20200930,5,0,0,0
20201001,9,0,0,0
20201002,6,0,0,0
20201003,15,0,0,0
20201004,19,0,0,0
20201005,407,1,0,2
20201006,552,1,0,1
20201007,308,0,0,0
20201008,335,0,0,2
20201009,23,0,0,0
20201010,82,0,0,0
20201011,65,0,0,0
20201012,409,3,0,1
20201013,348,0,0,0
20201014,745,2,0,1
20201015,529,0,0,2
20201016,525,0,0,2
20201017,36,0,0,0
20201018,10,0,0,0
20201019,566,0,0,0
20201020,525,2,0,0
20201021,719,0,0,2
20201022,578,1,1,0
20201023,584,0,0,0
20201024,45,0,0,0
20201025,173,0,0,0
20201026,274,0,0,1
20201027,491,2,1,3
20201028,392,0,0,0
20201029,555,2,1,0
20201030,468,3,0,3
20201031,56,0,0,0
20201101,251,0,0,0
20201102,460,1,0,1
20201103,351,0,0,4
20201104,513,0,0,3
20201105,352,4,0,7
20201106,545,1,0,8
20201107,52,0,0,0
20201108,52,0,0,0
20201109,415,0,0,8
20201110,415,1,0,22
20201111,451,2,0,42
20201112,460,0,0,99
20201113,435,1,0,553
20201114,87,0,0,0
20201115,117,0,0,0
20201116,477,0,0,1329
20201117,576,0,0,6
20201118,840,0,1,2
20201119,692,0,0,1
20201120,300,0,0,1
20201121,73,0,0,0
20201122,75,0,0,0
20201123,353,2,1,0
20201124,1205,2,0,2
20201125,651,0,0,1
20201126,644,0,0,4
20201127,445,0,0,23
20201128,69,0,0,0
20201129,62,0,0,0
20201130,505,2,0,26
20201201,477,0,0,0
20201202,409,0,0,0
20201203,941,0,1,0
20201204,441,0,0,2
20201205,62,0,0,0
20201206,74,0,0,0
20201207,513,12,0,0
20201208,842,4,0,0
20201209,727,2,0,0
20201210,1276,4,0,0
20201211,753,8,0,1
20201212,116,0,0,0
20201213,115,0,0,0
20201214,465,18,0,1
20201215,692,12,0,1
20201216,660,18,0,1
20201217,478,8,0,1
20201218,517,12,0,2
20201219,43,0,0,0
20201220,153,0,0,0
20201221,822,30,1,3
20201222,531,6,1,0
20201223,322,12,0,1
20201224,516,4,2,2
20201225,23,0,0,0
20201226,13,0,0,0
20201227,1932,0,0,0
20201228,573,12,2,0
20201229,639,0,1,0
20201230,219,0,0,0
20201231,83,0,0,0
20210101,6,0,0,0
20210102,30,0,0,0
20210103,35,0,0,0
20210104,279,0,0,0
20210105,601,0,0,0
20210106,1016,0,0,0
20210107,336,0,0,1
20210108,331,0,0,2
20210109,103,0,0,0
20210110,19,0,0,0
20210111,319,0,0,0
20210112,297,0,0,0
20210113,364,0,0,0
20210114,355,0,0,0
20210115,563,0,0,1
20210116,96,0,0,0
20210117,40,0,0,0
20210118,209,0,0,1
20210119,448,0,0,2
20210120,408,0,0,0
20210121,358,0,0,0
20210122,460,0,0,0
20210123,29,0,0,0
20210124,9,0,0,0
20210125,309,0,0,0
20210126,304,0,0,0
20210127,549,0,0,1
20210128,274,0,0,0
20210129,268,0,0,1
20210130,122,0,0,0
20210131,41,0,0,0
20210201,277,0,0,0
20210202,465,0,0,0
20210203,540,0,0,0
20210204,349,0,0,0
20210205,351,0,0,2
20210206,46,0,0,0
20210207,90,0,0,0
20210208,366,0,0,0
20210209,326,0,0,0
20210210,332,0,0,2
20210211,113,0,0,0
20210212,101,0,0,0
20210213,95,0,0,0
20210214,112,0,0,0
20210215,583,0,0,0
20210216,321,0,0,0
20210217,407,0,0,0
20210218,368,0,0,0
20210219,673,0,0,1
20210220,32,0,0,0
20210221,81,0,0,0
20210222,504,0,0,3
20210223,512,0,0,0
20210224,565,0,0,0
20210225,534,0,0,0
20210226,333,0,0,0
20210227,65,0,0,0
20210228,8,0,0,0
20210301,91,0,0,0
20210302,506,0,0,0
20210303,511,0,0,2
20210304,239,0,0,0
20210305,441,0,0,0
20210306,72,0,0,0
20210307,4,0,0,0
20210308,677,0,0,0
20210309,521,0,0,0
20210310,365,0,0,0
20210311,839,0,0,0
20210312,1228,0,0,0
20210313,1451,0,0,0
20210314,388,0,0,0
20210315,417,0,0,0
20210316,1039,0,0,0
20210317,1243,0,0,0
20210318,832,0,0,0
20210319,669,0,0,0
20210320,1746,0,0,0
20210321,1065,0,0,0
20210322,558,0,0,0
20210323,670,0,0,0
20210324,737,0,0,0
20210325,428,0,0,0
20210326,433,0,0,2
20210327,16,0,0,0
20210328,90,0,0,0
20210329,450,0,0,0
20210330,895,0,0,0
20210331,519,0,0,0
20210401,466,0,0,0
20210402,338,0,0,0
20210403,121,0,0,0
20210404,104,0,0,0
20210405,488,0,0,0
20210406,457,0,0,0
20210407,453,0,0,0
20210408,392,0,0,0
20210409,288,0,0,0
20210410,23,0,0,0
20210411,67,0,0,0
20210412,475,0,0,0
20210413,418,0,0,0
20210414,373,0,0,0
20210415,300,0,0,0
20210416,274,0,0,0
20210417,18,0,0,0
20210418,75,0,0,0
20210419,387,0,0,0
20210420,453,0,0,0
20210421,308,0,0,0
20210422,335,0,0,1
20210423,313,0,0,0
20210424,18,0,0,0
20210425,50,0,0,0
20210426,348,0,0,0
20210427,478,0,0,0
20210428,288,0,0,0
20210429,393,0,0,0
20210430,518,0,0,0
20210501,34,0,0,0
20210502,102,0,0,0
20210503,439,0,0,0
20210504,507,0,0,0
20210505,98,0,0,0
20210506,372,0,0,0
20210507,399,0,0,1
20210508,63,0,0,0
20210509,70,0,0,0
20210510,232,0,0,0
20210511,347,0,0,0
20210512,545,0,0,0
